LOCODE,NAME,STATE
QNS,Ramsey,MN
RMJ,Ramsey,NJ
RBR,Ranburne,AL
RW7,Ranchester,WY
RBK,Rancho,CA
RBQ,Rancho Belago,CA
RBO,Rancho Bernardo,CA
RZC,Rancho Cordova,CA
RCU,Rancho Cucamonga,CA
RDO,Rancho Dominguez,CA
RHG,Rancho Mirage,CA
RAZ,Rancho Palos Verdes,CA
RPQ,Rancho Park,CA
RSU,Rancho Santa Fe,CA
RSM,Rancho Santa Margarita,CA
8DD,Ranchos de Taos,NM
XRN,Rancocas,NJ
ZE8,Rand,WV
RA9,Randallstown,MD
RD3,Randle,WA
RNJ,Randleman,NC
RDH,Randolph,MA
RD8,Randolph,MN
DCP,Randolph,MO
RLP,Randolph,MS
DOP,Randolph,NE
RDP,Randolph,NJ
RJD,Randolph,NY
OL9,Randolph,OH
RPZ,Randolph,VT
RNP,Randolph,WI
RLK,Random Lake,WI
RGY,Rangeley,ME
RNG,Rangely,CO
JGR,Ranger,GA
RGR,Ranger,TX
IFR,Ranier,MN
YYZ,Rankin,PA
RA7,Ranlo,NC
RNS,Ransom,PA
RAV,Ransomville,NY
RAS,Ranson,WV
RNL,Rantoul,IL
RTU,Rantoul,KS
IYI,Rapid City,MI
RAP,Rapid City,SD
YRP,Rapidan,VA
RAT,Raritan,NJ
RSP,Raspberry Strait,AK
RHU,Rathdrum,ID
RTY,Ratliff City,OK
RAN,Raton,NM
RFA,Rattan,OK
RN8,Raven,VA
XRA,Ravena,NY
RA4,Ravenden Springs,AR
RV7,Ravenel,SC
R8V,Ravenna,MI
RVD,Ravenna,NE
RVN,Ravenna,OH
RV8,Ravensdale,WA
RWW,Ravenswood,WV
RAQ,Ravenwood,MO
8UP,Rawlings,VA
RWL,Rawlins,WY
RY6,Ray,ND
RJX,Ray,OH
YDT,Ray City,GA
R3Y,Rayle,GA
AYM,Raymond,CA
YOD,Raymond,ME
RMB,Raymond,MN
UYG,Raymond,MS
RND,Raymond,MT
RYO,Raymond,NH
RM3,Raymond,OH
ACC,Raymond,WA
RM2,Raymond,WI
RYD,Raymondville,MO
RMV,Raymondville,TX
RAM,Raymore,MO
RYL,Rayne,LA
XLF,Raynham,MA
YRO,Raytown,MO
RVY,Rayville,LA
ZJL,Raywood,TX
RDI,Reading,MA
RGW,Reading,MI
RDJ,Reading,OH
RDG,Reading,PA
RD5,Readstown,WI
REA,Readville,MA
YGA,Reagan,TX
REK,Reamstown,PA
RJA,Reasnor,IA
RCC,Rebecca,GA
REN,Red Bank,NJ
RKB,Red Bank,TN
RDY,Red Bay,AL
RBL,Red Bluff,CA
RB5,Red Bluff,TX
RBP,Red Boiling Springs,TN
RRB,Red Bud,IL
R4C,Red Cloud,NE
RKQ,Red Creek,NY
RDV,Red Devil,AK
RDB,Red Dog,AK
RF5,Red Feather Lakes,CO
RHX,Red Hill,AR
RHY,Red Hill,PA
REW,Red Hook,NY
DHP,Red House,WV
JDL,Red Lake Falls,MN
RLN,Red Lion,PA
RLJ,Red Lodge,MT
RDK,Red Oak,IA
RQK,Red Oak,TX
RKM,Red Oak,VA
RDR,Red River,ND
RRV,Red River Ad,TX
R2K,Red Rock,OK
EOF,Red Rock,TX
RPG,Red Springs,NC
VFA,Red Valley,AZ
RDW,Red Wing,MN
QAD,Redan,GA
R4B,Redby,MN
RDZ,Reddell,LA
REB,Reddick,FL
RDD,Redding,CA
RGX,Redding,CT
DDP,Redding,IA
RRG,Redding Ridge,CT
RFQ,Redfield,IA
RDF,Redford,MI
RJG,Redgranite,WI
RLS,Redlands,CA
RMD,Redmond,OR
RMQ,Redmond,UT
XLC,Redmond,WA
RDM,Redmond-Bend Apt,OR
RBD,Redondo Beach,CA
RPD,Redwater,TX
RD7,Redway,CA
DWR,Redwood,MS
RWC,Redwood City,CA
RWF,Redwood Falls,MN
RR6,Redwood Valley,CA
RCT,Reed City,MI
RD2,Reeder,ND
RDC,Reedley,CA
RZE,Reeds,MO
RS2,Reeds Spring,MO
RDS,Reedsburg,WI
REL,Reedsville,PA
REI,Reedsville,WI
EIV,Reedsville,WV
RED,Reedsville-Lewiston Apt,PA
REV,Reedville,VA
RYY,Reedy,WV
RLZ,Reelsville,IN
RMI,Reese,MI
EEV,Reeseville,WI
RF2,Reform,AL
RFG,Refugio,TX
QRE,Regal,NC
QRH,Regent,ND
RGT,Register,GA
RP2,"Rego Park, Queens",NY
RZX,Rehoboth,MA
REH,Rehoboth Beach,DE
R5B,Rehrersburg,PA
REE,Reidsville,GA
RIV,Reidsville,NC
RV2,Reidville,SC
RB2,Reinbeck,IA
RSW,Reisterstown,MD
RK9,Reklaw,TX
RLW,Relay,MD
IAC,Reliance,WY
RJR,Rembrandt,IA
RXG,Remington,IN
XLJ,Remington,VA
RS8,Remsen,IA
RUQ,Remus,MI
XZQ,Renfrew,PA
IZK,Renick,WV
RNO,Reno,NV
RO4,Reno,OH
RNA,Reno,PA
RNQ,Reno,TX
RS3,Reno-Stead,NV
RNZ,Rensselaer,IN
RER,Rensselaer,NY
RNT,Renton,WA
RTZ,Rentz,GA
JE7,Renville,MN
RWG,Renwick,IA
RU2,Republic,MO
RPU,Republic,WA
RQG,Resaca,GA
RS9,Rescue,CA
RES,Rescue,VA
YTP,Research Triangle Park,NC
RSE,Reseda,CA
RSF,Reserve,LA
RTV,Reston,VA
RTJ,Retsil,WA
RT6,Retsof,NY
RUJ,Reunion,FL
REZ,Revere,MA
REX,Rex,GA
RBI,Rexburg,ID
RXK,Rexford,KS
RXF,Rexford,MT
REY,Reynolds,GA
RYQ,Reynolds,IN
RYG,Reynoldsburg,OH
YRY,Reynoldsville,PA
JRA,Rheems,PA
RHE,Rhine,GA
ZBK,Rhinebeck,NY
RHI,Rhinelander,WI
RHO,Rhode Island,NY
RH3,Rhodesdale,MD
ODP,Rhodhiss,NC
RBM,Rhome,TX
RLO,Rialto,CA
RC3,Rice,MN
RJI,Rice,TX
RIE,Rice Lake,WI
RCG,Riceboro,GA
P44,Riceville,IA
ICV,Riceville,TN
RHK,Rich Creek,VA
RLX,Rich Hill,MO
ZE9,Rich Square,NC
RIN,Richardson,TX
RCJ,Richardton,ND
RQC,Richboro,PA
RXJ,Richburg,SC
RII,Richfield,ID
RCM,Richfield,MN
YYU,Richfield,NC
REQ,Richfield,OH
RF8,Richfield,PA
RIF,Richfield,UT
QPC,Richfield,WI
RFR,Richford,VT
RG2,Richgrove,CA
RIQ,Richland,MI
RRM,Richland,MO
RJL,Richland,MS
QCL,Richland,NY
YGT,Richland,OH
IHL,Richland,OR
RZK,Richland,PA
RLD,Richland,WA
RLC,Richland Center,WI
XLG,Richland Hills,TX
RCI,Richlands,NC
RLV,Richlands,VA
RC7,Richlandtown,PA
RCH,Richmond,CA
RMN,Richmond,IL
RID,Richmond,IN
RHM,Richmond,KY
RCN,Richmond,MI
RMF,Richmond,MN
HMC,Richmond,MO
IHD,Richmond,NH
ZKF,Richmond,NY
RCD,Richmond,OH
RXD,Richmond,RI
XLA,Richmond,TX
RM4,Richmond,UT
RIC,Richmond,VA
RMH,Richmond,VT
RMW,Richmond,WI
RJJ,Richmond Beach,WA
IAF,Richmond Dale,OH
RMS,Richmond Heights,OH
RJH,Richmond Highlands,WA
RJK,Richmond Hill,GA
RIX,Richmond Hill/Queens/New York,NY
RHL,Richmondville,NY
RC9,Richton,MS
R5P,Richton Park,IL
RPJ,Richton Park,IL
ZIA,Richvale,CA
RWO,Richwood,KY
ZFA,Richwood,NJ
RXI,Richwood,OH
RXW,Richwood,WV
RIB,Rickenbacker International Apt,OH
ZIC,Rickreall,OR
R2C,Rico,CO
RIR,Riddle,OR
GPJ,Ridge Spring,SC
IGD,Ridgecrest,CA
RT9,Ridgecrest,NC
RF3,Ridgefield,CT
UYE,Ridgefield,NJ
RLF,Ridgefield,WA
RFP,Ridgefield Park,NJ
RDE,Ridgeland,MS
RGE,Ridgeland,SC
RZG,Ridgeland,WI
RGZ,Ridgely,MD
RVQ,Ridgeville,IN
RIS,Ridgeville,SC
DLC,Ridgeville Corners,OH
XRY,Ridgeway,CO
XVX,Ridgeway,NC
ZRW,Ridgeway,SC
RIT,Ridgeway,WI
RJV,"Ridgeway, Henry",VA
RWD,Ridgewood,NJ
RGO,Ridgewood,NY
RJW,Ridgway,IL
XLE,Ridgway,PA
RPK,Ridley Park,PA
RZT,Ridott,IL
RGL,Riegelwood,NC
RZI,Rienzi,MS
RIZ,Riesel,TX
RIL,Rifle,CO
RQF,Rifton,NY
RG3,Rigby,ID
RG7,Riggins,ID
IEY,Riley,KS
RI9,Rillito,AZ
RIM,Rimer,OH
RB3,Rimersburg,PA
RIK,Rincon,GA
NJN,Rincon,NM
R2R,Riner,VA
RGD,Ringgold,GA
RJO,Ringgold,PA
RXV,Ringgold,VA
RAF,Ringle,WI
YGO,Ringoes,NJ
GSD,Ringsted,IA
RGN,Ringtown,PA
RIO,Ringwood,IL
RIJ,Ringwood,NJ
R88,Rio,WI
RB8,Rio Blanco,CO
RGF,Rio Grande,NJ
RGC,Rio Grande City,TX
RH8,Rio Hondo,TX
RLI,Rio Linda,CA
RO6,Rio Oso,CA
RRC,Rio Rancho,NM
RRQ,Rio Rico,AZ
RVA,Rio Vista,CA
IAJ,Riparius,NY
RPP,Ripley,CA
RPM,Ripley,MS
RP5,Ripley,NY
RPL,Ripley,TN
RPE,Ripley,WV
RIP,Ripon,CA
RPN,Ripon,WI
RP4,Ripplemead,VA
RIH,Ririe,ID
R9C,Rising City,NE
IWK,Rising Fawn,GA
RUN,Rising Sun,MD
RTN,Rittman,OH
RZV,Ritzville,WA
RQQ,River Edge,NJ
RFL,River Falls,AL
RFW,River Falls,WI
RVO,River Forest,IL
RG6,River Grove,IL
RIG,River Grove/Chicago,IL
R4V,River Hills,WI
QQN,River Ridge,LA
RRJ,River Rouge,MI
RR8,Rivera Beach,FL
ZRB,Riverbank,CA
RVX,Riverdale,CA
RQV,Riverdale,GA
IVU,Riverdale,IA
RRD,Riverdale,IL
RVL,Riverdale,MD
RXE,Riverdale,MI
RDL,Riverdale,NJ
RV5,Riverdale,NY
RD9,Riverdale,UT
RGJ,Rivergate,OR
RHD,Riverhead,NY
2RV,Riverside,AL
RAL,Riverside,CA
VRD,Riverside,CT
VSD,Riverside,IA
IVD,Riverside,IL
R9S,Riverside,LA
RVM,Riverside,MI
YRS,Riverside,MO
RSD,Riverside,NJ
OH4,Riverside,OH
RI7,Riverside,PA
VSE,Riverside,RI
RN7,Riverton,IL
RJE,Riverton,KS
RV6,Riverton,MN
RVJ,Riverton,NJ
YIV,Riverton,UT
RIW,Riverton,WY
RRW,Riverview,FL
RVV,Riverview,FL
RVW,Riverview,MI
VWD,Riverwoods,IL
IEJ,Rives Junction,MI
RBC,Riviera Beach,FL
VYX,Rixeyville,VA
RO8,Roann,IN
RN2,Roanoke,AL
RQX,Roanoke,IL
UOK,Roanoke,IN
RNE,Roanoke,TX
ROA,Roanoke,VA
RZZ,Roanoke Rapids,NC
IIR,Roaring River,NC
RRS,Roaring Spring,PA
RBA,Robards,KY
RO7,Robbins,CA
RBS,Robbins,NC
RB7,Robbinsdale,MN
RBB,Robbinsville,NC
RBV,Robbinsville,NJ
RE3,Robeline,LA
RRO,Robersonville,NC
OBA,Roberta,GA
R2O,Roberts,IL
RBT,Roberts,WI
OBS,Robertsdale,AL
RVB,Robertsville,NJ
RBE,Robesonia,PA
OBF,Robins Air Force Base,GA
ROB,Robinson,IL
NSO,Robinsonville,MS
ZFB,Robinsville,NJ
RT8,Robstown,TX
RB4,Roby,MO
ZRO,Rochdale,MA
RCE,Roche Harbor,WA
RCL,Rochelle,GA
RCX,Rochelle,IL
R55,Rochelle,VA
R8O,Rochelle Park,NJ
ROH,Rochester,IL
RCR,Rochester,IN
RCS,Rochester,MA
RCZ,Rochester,MI
RST,Rochester,MN
ROR,Rochester,NH
ROC,Rochester,NY
RHR,Rochester,PA
RXT,Rochester,TX
RCW,Rochester,WA
OHX,Rochester,WI
RHH,Rochester Hills/Detroit,MI
RC8,Rock City,IL
OYA,Rock City Falls,NY
RC6,Rock Creek,OH
RFI,Rock Falls,IL
RHC,Rock Hill,NC
RKH,Rock Hill,SC
RKI,Rock Island,IL
KPR,Rock Port,MO
RZR,Rock Rapids,IA
XRS,Rock Springs,GA
VWS,Rock Springs,WI
RKS,Rock Springs,WY
XRT,Rock Tavern,NY
RCV,Rock Valley,IA
RKJ,Rockaway,NJ
RW8,Rockaway Beach,NY
RYK,Rockaway Parks,NY
ROE,Rockdale,IL
RCK,Rockdale,TX
RF4,Rockfall,CT
YIC,Rockfield,KY
ZFE,Rockford,AL
RFD,Rockford,IL
RCF,Rockford,MI
KOD,Rockford,MN
RFO,Rockford,OH
ROF,Rockford,TN
VKD,Rockford,WA
RVH,Rockhill,SC
RGM,Rockingham,NC
KGH,Rockingham,VT
RCA,Rockland,MA
RKD,Rockland,ME
KLA,Rockland,NY
RQD,Rockland,WI
RKE,Rockledge,FL
RXH,Rockleigh,NJ
RKL,Rocklin,CA
RKA,Rockmart,GA
R63,Rockport,IL
RQP,Rockport,IN
JRT,Rockport,MA
RP3,Rockport,ME
RC4,Rockport,MO
RKO,Rockport,NJ
RKP,Rockport,TX
RPR,Rockport,WA
KOB,Rockport,WV
RS6,Rocksprings,TX
RKT,Rockton,IL
OAL,Rockvale,TN
OCV,Rockville,CT
XXN,Rockville,IN
RKV,Rockville,MD
RK7,Rockville,RI
R2V,Rockville,VA
QRC,Rockville Centre,NY
R7P,Rockville Township,IL
XLI,Rockwall,TX
KWE,Rockwell,NC
RY3,Rockwell City,IA
KOO,Rockwood,IL
RW2,Rockwood,MI
RQO,Rockwood,OR
RWU,Rockwood,PA
RKW,Rockwood,TN
RYF,Rocky Face,GA
RKF,Rocky Ford,CO
ROK,Rocky Hill,CT
RWI,Rocky Mount,NC
ROV,Rocky Mount,VA
RCP,Rocky Point,NC
RKY,Rocky River,OH
DTK,Rodanthe,NC
RD4,Rodeo,CA
RQE,Rodeo,NM
REF,Roderfield,WV
RQJ,Roebling,NJ
RQB,Roebuck,SC
REJ,Roeland Park,KS
RFF,Roff,OK
ROG,Rogers,AR
RGS,Rogers,CT
RJM,Rogers,MN
RGQ,Rogers,TX
RCY,Rogers City,MI
RH2,Rogers Haven,DE
OEI,Rogersville,AL
RVZ,Rogersville,MO
RGV,Rogersville,TN
RJQ,Roggen,CO
RGU,Rogue River,OR
RFH,Rohnert Park,CA
OLK,Roland,OK
RVF,Rolesville,NC
RK3,Rolla,KS
RLA,Rolla,MO
RQL,Rolla,ND
RFY,Rolling Fork,MS
RHJ,Rolling Hills Estates,CA
RLM,Rolling Meadows,IL
RPA,Rolling Prairie,IN
RJS,Rollins,MT
R3O,Rollinsford,NH
FAL,Roma,TX
RMG,Rome,GA
RME,Rome,NY
RQM,Rome,OK
REO,Rome,OR
RMO,Romeo,MI
ROI,Romeoville,IL
ZH7,Romeville,LA
ZYZ,Romney,IN
OMD,Romoland,CA
ROU,Romulus,MI
RUZ,Romulus,NY
RNW,Ronan,MT
ROT,Ronceverte,WV
QDA,Ronda,NC
RKK,Ronkonkoma,NY
ROJ,Ronks,PA
RO3,Roodhouse,IL
RPV,Roopville,GA
ROL,Roosevelt,UT
RLT,Roosevelt,WA
RVT,Rooseveltown,NY
ROO,Roosville,MT
R34,Rootstown,OH
NCW,Roper,NC
RVP,Ropesville,TX
RZA,Rosalia,WA
RSZ,Rosamond,CA
RK2,Rosanky,TX
RSJ,Rosario,WA
RSQ,Roscoe,IL
UOE,Roscoe,TX
RCQ,Roscommon,MI
RB9,Rose Bud,AR
REC,Rose City,MI
QOI,Rose City,TX
RZH,Rose Hill,NC
ROX,Roseau,MN
RSB,Roseboro,NC
RBZ,Rosebud,MO
IUD,Rosebud,TX
RBG,Roseburg,OR
RDA,Rosedale,AR
RN9,Rosedale,IN
ZED,Rosedale,KS
RSA,Rosedale,MD
RAE,Rosedale,MS
ROZ,Rosedale,NJ
RDQ,Rosedale,NY
XRL,Roseland,LA
RLB,Roseland,NJ
RJZ,Roseland,VA
OEW,Roselawn,IN
RLL,Roselle,IL
RLE,Roselle,NJ
ZH2,Roselle Park,NJ
YFM,Rosemary Beach,FL
RFS,Rosemead,CA
RSI,Rosemont,IL
QRM,Rosemont,NJ
ROP,Rosemont,PA
RMM,Rosemount,MN
RSG,Rosenberg,TX
OJE,Rosendale,NY
ROD,Rosendale,WI
RON,Rosenhayn,NJ
RZP,Rosepine,LA
RJT,Roseton,NY
RVC,Roseville,CA
RSV,Roseville,MI
RVE,Roseville,MN
RV9,Roseville,NC
ROS,Roseville,OH
RHQ,Rosharon,TX
OSO,Rosholt,SD
RO9,Rosiclaire,IL
RSK,Rosiclare,IL
RZD,Roslindale,MA
YL8,Roslyn,NY
RYN,Roslyn Heights,NY
RS7,Rosman,NC
RZO,Ross,CA
RS4,Ross,OH
RR2,Rosser,TX
RSO,Rossford,OH
RRY,Rossmoor,CA
YVS,Rosston,OK
RSS,Rossville,GA
RXL,Rossville,IL
RI3,Rossville,KS
ROQ,Rossville,TN
RWE,Roswell,GA
ROW,Roswell,NM
RTX,Rotan,TX
RYR,Rothbury,MI
RTS,Rothschild,WI
R2E,Rothsville,PA
RAJ,Rotterdam,NY
RJN,Rotterdam Junction,NY
RTD,Rotunda,FL
RUC,Round Lake,IL
RL2,Round Lake,MN
RL4,Round Lake,NY
UDH,Round Lake Beach,IL
ULP,Round Lake Park,IL
ROM,Round Mountain,NV
RRX,Round Rock,TX
RQT,Round Top,TX
RPX,Roundup,MT
RSX,Rouses Point,NY
RYV,Rouseville,PA
RWB,Rowan Bay,AK
RWV,Rowe,VA
R5W,Rowena,SD
RZW,Rowena,TX
XLK,Rowesville,SC
RHW,Rowland Heights,CA
ZRE,Rowlett,TX
RL3,Rowley,IA
RY2,Rowley,MA
RWY,Rowley,UT
RZM,Roxana,IL
R8A,Roxana,KY
RXB,Roxboro,NC
RXQ,Roxbury,CT
RXY,Roxbury,MA
RY8,Roy,UT
RYW,Roy,WA
RYA,Royal,AR
RYC,Royal Center,IN
XLB,Royal City,WA
RYM,Royal Oak,MI
FPB,Royal Palm Beach,FL
YAA,Royalton,MN
UYH,Royersford,PA
RYX,Royse City,TX
ROY,Royston,GA
YRZ,Rozet,WY
XUO,Rubidoux,CA
RUB,Rubonia,FL
RBY,Ruby,AK
RUY,Ruby,SC
RVU,Ruby Valley,NV
RUK,Ruckersville,VA
RDX,Rudyard,MI
YRF,Ruffin,SC
RFE,Ruffs Dale,PA
UGG,Rugby,ND
RUI,Ruidoso,NM
RUL,Rule,TX
RVI,Ruleville,MS
RFM,Rumford,ME
RFB,Rumford,RI
RU8,Rumney,NH
RUW,Rumson,NJ
YRD,Runnemede,NJ
RPT,Rupert,ID
BYI,Rupert-Burley Apt,ID
RQH,Rural Hall,NC
RRE,Rural Retreat,VA
RQY,Rush,KY
UEF,Rush Center,KS
RHZ,Rush City,MN
RHP,Rush Springs,OK
RY4,Rush Valley,UT
RUF,Rushford,MN
R5E,Rushville,IL
RUH,Rushville,IN
UKG,Rusk,TX
RKN,Ruskin,FL
RXN,Ruskin,NE
ZG2,Russell,IL
RSL,Russell,KS
RKU,Russell,KY
USL,Russell,MA
UED,Russell,MN
RZL,Russell,WA
RUP,Russell Springs,KS
RS5,Russell Springs,KY
RUO,Russells Point,OH
RUV,Russellville,AL
RUS,Russellville,AR
UVI,Russellville,IN
RVK,Russellville,KY
RUE,Russellville,TN
USS,Russia,OH
RSH,Russian Mission,AK
RV3,Russiaville,IN
T5G,Rustburg,VA
RSN,Ruston,LA
R2H,Ruth,MI
R8H,Ruth,NV
RVG,Ruther Glen,VA
RTH,Rutherford,CA
UYI,Rutherford,NJ
ZUT,Rutherford,TN
RC2,Rutherford College,NC
RUR,Rutherfordton,NC
RUT,Rutland,VT
RUA,Rutledge,GA
R2U,Rutledge,MO
RYH,Ryan,OK
YYA,Rydal,GA
RYB,Ryde,CA
RYJ,Rye,NH
ZRY,Rye,NY
RYZ,Rye,TX
RH6,Rye Beach,NH
RRK,Rye Brook,NY
ZBR,S.Burlington,VT
ABT,Sabattus,ME
ZHB,Sabetha,KS
IAI,Sabillasville,MD
SBB,Sabina,OH
USJ,Sabinal,TX
SAB,Sabine,TX
NSS,Sabine Pass,TX
JTY,Sac City,IA
SX2,Sachse,TX
QSK,Saco,ME
SAC,Sacramento,CA
DHR,Sacred Heart,MN
SBK,Saddle Brook,NJ
RV4,Saddle River,NJ
SD6,Sadorus,IL
UDV,Sadsburyville,PA
XLL,Saegertown,PA
SFP,Safety Harbor,FL
SAD,Safford,AZ
GXH,Sag Harbor,NY
SJH,Sagamore Hills,OH
SP2,Sagaponack,NY
SLJ,Sage,CA
SAI,Saginaw,AL
SGM,Saginaw,MI
GS3,Saginaw,MN
AGA,Saginaw,OR
SJQ,Saginaw,TX
SGW,Saginaw Bay,AK
MBS,Saginaw-Midland-Bay City Apt,MI
IJE,Sagle,ID
XSG,Sagola,MI
SAG,Sagwon,AK
SR6,Sahuarita,AZ
YTG,Saint Agatha,ME
TBA,Saint Albans,MO
TDA,Saint Albans,NY
STA,Saint Albans,VT
SA3,Saint Albans,WV
IVQ,Saint Albans Bay,VT
S2A,Saint Andrews,SC
SA4,Saint Ann,MO
SE7,Saint Anne,IL
JSS,Saint Ansgar,IA
S7A,Saint Anthony,ID
AAY,Saint Anthony,IN
OSJ,Saint Anthony,MN
S2U,Saint Augusta,MN
UST,Saint Augustine,FL
SSB,Saint Bernard,OH
SBD,Saint Bernard Parish,LA
IFC,Saint Bonifacius,MN
XTJ,Saint Charles,AR
ISJ,Saint Charles,IA
SSL,Saint Charles,IL
TCA,Saint Charles,IL
ZSC,Saint Charles,LA
SKC,Saint Charles,MD
ZIB,Saint Charles,MI
AAS,Saint Charles,MN
ABP,Saint Charles,MO
S7T,Saint Charles,MO
SCL,Saint Clair,MI
SKZ,Saint Clair,PA
ST7,Saint Clair,PA
CS4,Saint Clair Shores,MI
LIK,"Saint Clair, Franklin",MO
SCS,Saint Clairsville,OH
SOC,Saint Cloud,FL
STC,Saint Cloud,MN
S2C,Saint Cloud,WI
TCX,Saint Croix,IN
TCO,Saint Croix Falls,WI
TDW,Saint Edward,NE
EL5,Saint Elmo,IL
SF2,Saint Francis,KS
SF9,Saint Francis,WI
SFV,Saint Francisville,LA
SGL,Saint Gabriel,LA
GQG,Saint George,KS
ST9,Saint George,ME
SGS,Saint George,SC
SGU,Saint George,UT
STG,Saint George Island,AK
JIR,Saint Germain,WI
SHE,Saint Helena,CA
STH,Saint Helens,OR
HZA,Saint Henry,OH
ZHI,Saint Hilaire,MN
TGI,Saint Ignatius,MT
S2E,Saint Inigoes,MD
SNJ,Saint James,LA
SJ2,Saint James,MI
SJA,Saint James,MN
AIJ,Saint James,MO
TJS,Saint James,NY
SJM,Saint James,OH
JSY,Saint James City,FL
SJ6,Saint James Parish,LA
SJ3,Saint Jo,TX
JOJ,Saint Joe,IN
JJE,Saint Joe,LA
JHH,Saint John,IN
2JO,Saint John,KS
JJ3,Saint John,MO
SJO,Saint John,ND
SJN,Saint Johns,AZ
JO4,Saint Johns,FL
SJ4,Saint Johns,MI
JBY,Saint Johnsbury,VT
C33,Saint Johnsbury Center,VT
TOU,Saint Johnsville,NY
SJF,Saint Joseph,FL
XLM,Saint Joseph,IL
YSJ,Saint Joseph,LA
SXX,Saint Joseph,MI
SJP,Saint Joseph,MN
STJ,Saint Joseph,MO
UIS,Saint Louis,CA
UTS,Saint Louis,LA
SYT,Saint Louis,MI
STL,Saint Louis,MO
OK9,Saint Louis,OK
SLZ,Saint Louis Park,MN
S2L,Saint Louis/Sierra County,CA
TSY,Saint Louisville,OH
SL2,Saint Lucie,FL
AIT,Saint Marks,FL
SJ5,Saint Martin,MN
SKM,Saint Martinville,LA
KSM,Saint Marys,AK
SJW,Saint Marys,GA
IYQ,Saint Marys,IA
INY,Saint Marys,IN
YSR,Saint Marys,KS
YTS,Saint Marys,KS
SMR,Saint Marys,OH
STQ,Saint Marys,PA
SMA,Saint Marys,WV
XSM,Saint Marys City,MD
SMB,Saint Matthews,SC
RAD,Saint Meinrad,IN
SMK,Saint Michael,AK
TMI,Saint Michael,MN
IIC,Saint Michaels,MD
SZZ,Saint Nazianz,WI
SO4,Saint Olaf,IA
IFS,Saint Paris,OH
SXW,Saint Paul,AL
PAJ,Saint Paul,AR
STP,Saint Paul,MN
PA3,Saint Paul,MO
NPU,Saint Paul,OR
SAL,Saint Paul,VA
SNP,Saint Paul Island,AK
S67,Saint Paul Park,MN
SXH,Saint Pauls,NC
6TT,Saint Pete Beach,FL
SIP,Saint Peter,MN
SQS,Saint Peters,MO
QSZ,Saint Peters,PA
PIE,Saint Petersburg,FL
SRE,Saint Rose,LA
AIP,Saint Rose Plantation,LA
SSS,Saint Simons Island,GA
ZSH,Saint Stephen,SC
ITQ,Saint Thomas,MO
XTM,Saint Thomas,PA
TGN,Sainte Genevieve,MO
ZIN,Salamanca,NY
ECK,Sale Creek,TN
ZSA,Salem,AL
AAM,Salem,AL
SLO,Salem,IL
SLF,Salem,IN
SLM,Salem,MA
SMQ,Salem,MO
SXA,Salem,NH
SEM,Salem,NJ
JSM,Salem,NM
SAE,Salem,OH
SLE,Salem,OR
QLM,Salem,SD
ZLM,Salem,UT
UYQ,Salem,VA
MBO,Salem,WV
S2B,Salemburg,NC
QVE,Salesville,OH
ZIG,Salida,CA
SLT,Salida,CO
SLN,Salina,KS
SBO,Salina,UT
SNS,Salinas,CA
SJI,Saline,MI
ZYS,Salisbury,CT
SLS,Salisbury,MA
SBY,Salisbury,MD
ISU,Salisbury,MO
SRW,Salisbury,NC
SY6,Salisbury,NH
IUR,Salisbury,PA
YLS,Salisbury Mills,NY
JLL,Salley,SC
SIZ,Sallis,MS
SLA,Sallisaw,OK
SMN,Salmon,ID
ZOM,Salome,AZ
TFP,Salt Flat,TX
SLC,Salt Lake City,UT
TLP,Salt Point,NY
SLL,Saltillo,MS
S7O,Saltillo,TX
SAS,Salton City,CA
ZXB,Saltsburg,PA
SAP,Saltville,VA
S74,Saluda,NC
UDA,Saluda,SC
KLU,Saluda,VA
6SA,Salunga,PA
DQA,Salvisa,KY
ZSK,Salyersville,KY
JSH,Samantha,AL
ZMS,Sammamish,WA
IOR,Samoa,CA
SMP,Sampit,SC
SXN,Samson,AL
ZSI,San Acacio,CO
SA7,San Andreas,CA
SJT,San Angelo,TX
DLM,San Anselmo,CA
AT8,San Antonio,FL
SA5,San Antonio,NM
SAT,San Antonio,TX
SA9,San Ardo,CA
SA2,San Augustine,TX
SBZ,San Benito,TX
SBT,San Bernardino,CA
SXB,San Bruno,CA
SQL,San Carlos,CA
SZQ,"San Carlos, Graham",AZ
XSC,"San Carlos, Maricopa",AZ
XMO,San Clemente,CA
SAN,San Diego,CA
SD2,San Diego,TX
SDA,San Dimas,CA
NLP,San Felipe,TX
SFR,San Fernando,CA
SFO,San Francisco,CA
SGG,San Gabriel,CA
SG7,San Gabriel,TX
GE2,San Geronimo,CA
GG5,San Gregorio,CA
JNO,San Jacinto,CA
JOQ,San Joaquin,CA
ANJ,San Joaquin River,CA
S8J,San Jon,NM
SJC,San Jose,CA
WSJ,San Juan,AK
JSZ,San Juan,TX
ZFX,San Juan Bautista,CA
SAJ,San Juan Capistrano,CA
JPB,San Juan Pueblo,NM
SNH,San Leandro,CA
7DN,San Leon,TX
YSZ,San Lorenzo,CA
ZXZ,San Lucas,CA
SLI,San Luis,AZ
SLU,San Luis,CO
CSL,San Luis Obispo,CA
SNM,San Marcos,CA
SMC,San Marcos,TX
SMD,San Marino,CA
SXJ,San Martin,CA
SXF,San Mateo,CA
SYL,San Miguel,CA
SAK,San Pablo,CA
